ds_cargo;cd_municipio;nm_municipio;nm_regiao;nr_turno;sg_uf;nr_zona;qt_secoes_agregadas;qt_aptos_tot;qt_comparecimento;qt_votos_nom_validos;qt_votos_brancos;qt_total_vt_leg_validos;qt_total_votos_anulados;qt_votos_validos;qt_votos;qt_total_votos_nulos
Presidente;74004;GODOY MOREIRA;SUL;2;PR;132;0;2734;2134;2070;23;0;0;2070;2134;41
Presidente;74012;ABATIÁ;SUL;2;PR;82;0;5942;4692;4546;62;0;0;4546;4692;84
Presidente;74020;IBEMA;SUL;2;PR;166;0;5186;3974;3883;38;0;0;3883;3974;53
Presidente;74039;ADRIANÓPOLIS;SUL;2;PR;48;0;5449;4117;4005;44;0;0;4005;4117;68
Presidente;74047;LINDOESTE;SUL;2;PR;143;0;4973;3999;3937;33;0;0;3937;3999;29
Presidente;74055;AGUDOS DO SUL;SUL;2;PR;144;0;8005;6597;6394;84;0;0;6394;6597;119
Presidente;74063;OURO VERDE DO OESTE;SUL;2;PR;148;0;4938;4059;3959;36;0;0;3959;4059;64
Presidente;74071;ALMIRANTE TAMANDARÉ;SUL;2;PR;171;1;75146;60346;58038;1050;0;0;58038;60346;1258
Presidente;74080;SANTA TEREZA DO OESTE;SUL;2;PR;143;0;9420;7618;7438;78;0;0;7438;7618;102
Presidente;74098;ALTO PARANÁ;SUL;2;PR;87;0;10840;8555;8314;91;0;0;8314;8555;150
Presidente;74101;ANAHY;SUL;2;PR;126;0;2697;2246;2198;15;0;0;2198;2246;33
Presidente;74110;ALTO PIQUIRI;SUL;2;PR;128;0;7402;5866;5693;65;0;0;5693;5866;108
Presidente;74128;ÂNGULO;SUL;2;PR;150;0;2642;2240;2166;22;0;0;2166;2240;52
Presidente;74136;ALVORADA DO SUL;SUL;2;PR;77;0;7036;5742;5590;62;0;0;5590;5742;90
Presidente;74144;BOA ESPERANÇA DO IGUAÇU;SUL;2;PR;115;0;2274;1961;1922;19;0;0;1922;1961;20
Presidente;74152;AMAPORÃ;SUL;2;PR;72;0;3953;3272;3175;29;0;0;3175;3272;68
Presidente;74160;BOM SUCESSO DO SUL;SUL;2;PR;73;0;2990;2507;2459;18;0;0;2459;2507;30
Presidente;74179;AMPÉRE;SUL;2;PR;130;0;14919;12372;12095;108;0;0;12095;12372;169
Presidente;74187;BRASILÂNDIA DO SUL;SUL;2;PR;128;0;3080;2546;2480;23;0;0;2480;2546;43
Presidente;74195;ANDIRÁ;SUL;2;PR;57;0;16525;13069;12537;148;0;0;12537;13069;384
Presidente;74209;CAFEZAL DO SUL;SUL;2;PR;97;0;4061;3291;3208;31;0;0;3208;3291;52
Presidente;74217;ANTONINA;SUL;2;PR;6;0;15462;11942;11618;147;0;0;11618;11942;177
Presidente;74225;CANDÓI;SUL;2;PR;203;1;11621;9376;9169;86;0;0;9169;9376;121
Presidente;74233;ANTONIO OLINTO;SUL;2;PR;12;1;6659;5468;5294;88;0;0;5294;5468;86
Presidente;74241;CRUZEIRO DO IGUAÇU;SUL;2;PR;115;0;3617;2932;2866;32;0;0;2866;2932;34
Presidente;74250;APUCARANA;SUL;2;PR;28;0;94482;76487;73508;1086;0;0;73508;76487;1893
Presidente;74268;DIAMANTE DO SUL;SUL;2;PR;112;0;3240;2402;2359;19;0;0;2359;2402;24
Presidente;74276;ARAPONGAS;SUL;2;PR;61;0;82608;68659;66257;814;0;0;66257;68659;1588
Presidente;74284;ENTRE RIOS DO OESTE;SUL;2;PR;129;0;3593;3054;3008;21;0;0;3008;3054;25
Presidente;74292;ARAPOTI;SUL;2;PR;164;0;19326;15285;14854;215;0;0;14854;15285;216
Presidente;74306;FAROL;SUL;2;PR;183;0;2747;2296;2230;26;0;0;2230;2296;40
Presidente;74314;ARARUNA;SUL;2;PR;74;0;11237;9114;8795;124;0;0;8795;9114;195
Presidente;74322;FAZENDA RIO GRANDE;SUL;2;PR;144;3;83573;66078;63624;1063;0;0;63624;66078;1391
Presidente;74330;MARILÂNDIA DO SUL;SUL;2;PR;76;0;7238;5798;5607;84;0;0;5607;5798;107
Presidente;74349;FLOR DA SERRA DO SUL;SUL;2;PR;140;0;4476;3719;3647;41;0;0;3647;3719;31
Presidente;74357;ARAUCÁRIA;SUL;2;PR;50;16;105010;86584;82982;1441;0;0;82982;86584;2161
Presidente;74365;HONÓRIO SERPA;SUL;2;PR;101;2;4285;3525;3470;26;0;0;3470;3525;29
Presidente;74373;ASSAÍ;SUL;2;PR;35;1;12512;9892;9572;144;0;0;9572;9892;176
Presidente;74381;IGUATU;SUL;2;PR;126;0;2005;1673;1638;9;0;0;1638;1673;26
Presidente;74390;ASTORGA;SUL;2;PR;67;0;20834;16603;16157;176;0;0;16157;16603;270
Presidente;74403;IRACEMA DO OESTE;SUL;2;PR;120;0;2385;1912;1868;19;0;0;1868;1912;25
Presidente;74411;ATALAIA;SUL;2;PR;71;0;3561;2977;2911;35;0;0;2911;2977;31
Presidente;74420;NOVO ITACOLOMI;SUL;2;PR;28;0;2795;2390;2313;36;0;0;2313;2390;41
Presidente;74438;BALSA NOVA;SUL;2;PR;182;1;11584;9690;9322;153;0;0;9322;9690;215
Presidente;74446;ITAPERUÇU;SUL;2;PR;156;1;20193;17549;17041;262;0;0;17041;17549;246
Presidente;74454;BANDEIRANTES;SUL;2;PR;58;0;25032;19823;19312;215;0;0;19312;19823;296
Presidente;74462;IVATÉ;SUL;2;PR;172;0;5698;4581;4465;52;0;0;4465;4581;64
Presidente;74470;BARBOSA FERRAZ;SUL;2;PR;133;0;8876;6791;6580;66;0;0;6580;6791;145
Presidente;74489;LIDIANÓPOLIS;SUL;2;PR;93;0;3526;2759;2679;24;0;0;2679;2759;56
Presidente;74497;BARRACÃO;SUL;2;PR;131;0;7537;6123;6019;34;0;0;6019;6123;70
Presidente;74500;MARIPÁ;SUL;2;PR;124;0;5101;4326;4271;18;0;0;4271;4326;37
Presidente;74519;BARRA DO JACARÉ;SUL;2;PR;57;0;2621;2155;2091;31;0;0;2091;2155;33
Presidente;74527;MATO RICO;SUL;2;PR;38;0;3278;2640;2568;20;0;0;2568;2640;52
Presidente;74535;BELA VISTA DO PARAÍSO;SUL;2;PR;77;0;12527;10087;9757;135;0;0;9757;10087;195
Presidente;74543;MAUÁ DA SERRA;SUL;2;PR;76;0;7337;5814;5665;57;0;0;5665;5814;92
Presidente;74551;BITURUNA;SUL;2;PR;153;2;12089;9954;9672;118;0;0;9672;9954;164
Presidente;74560;MERCEDES;SUL;2;PR;121;6;4782;4123;4052;38;0;0;4052;4123;33
Presidente;74578;BOA ESPERANÇA;SUL;2;PR;170;0;3825;3203;3115;35;0;0;3115;3203;53
Presidente;74586;NOVA LARANJEIRAS;SUL;2;PR;45;0;7993;6531;6426;33;0;0;6426;6531;72
Presidente;74594;BOCAIÚVA DO SUL;SUL;2;PR;48;0;9711;7691;7431;104;0;0;7431;7691;156
Presidente;74608;NOVA SANTA BÁRBARA;SUL;2;PR;63;0;3600;2817;2715;39;0;0;2715;2817;63
Presidente;74616;BOM SUCESSO;SUL;2;PR;70;0;5246;4295;4155;45;0;0;4155;4295;95
Presidente;74624;PATO BRAGADO;SUL;2;PR;121;1;4436;3725;3680;19;0;0;3680;3725;26
Presidente;74632;BORRAZÓPOLIS;SUL;2;PR;110;0;6641;5305;5136;60;0;0;5136;5305;109
Presidente;74640;PINHAL DE SÃO BENTO;SUL;2;PR;83;0;2212;1952;1920;15;0;0;1920;1952;17
Presidente;74659;CAFEARA;SUL;2;PR;159;0;2181;1880;1819;12;0;0;1819;1880;49
Presidente;74667;PITANGUEIRAS;SUL;2;PR;67;0;2600;2106;2062;18;0;0;2062;2106;26
Presidente;74675;CALIFÓRNIA;SUL;2;PR;76;0;6870;5763;5582;76;0;0;5582;5763;105
Presidente;74683;QUATRO PONTES;SUL;2;PR;121;3;3799;3319;3274;11;0;0;3274;3319;34
Presidente;74691;CAMBARÁ;SUL;2;PR;25;1;18107;14350;13821;143;0;0;13821;14350;386
Presidente;74705;RAMILÂNDIA;SUL;2;PR;118;0;3597;2742;2693;25;0;0;2693;2742;24
Presidente;74713;CAMBÉ;SUL;2;PR;78;0;74085;60973;58535;841;0;0;58535;60973;1597
Presidente;74721;RANCHO ALEGRE D'OESTE;SUL;2;PR;92;0;2419;1940;1894;18;0;0;1894;1940;28
Presidente;74730;CAMBIRA;SUL;2;PR;28;0;6148;5202;5047;65;0;0;5047;5202;90
Presidente;74748;RIO BONITO DO IGUAÇU;SUL;2;PR;45;0;11038;8738;8568;68;0;0;8568;8738;102
Presidente;74756;CAMPINA DA LAGOA;SUL;2;PR;169;0;12298;9672;9328;136;0;0;9328;9672;208
Presidente;74764;SANTA LÚCIA;SUL;2;PR;165;1;3306;2639;2577;33;0;0;2577;2639;29
Presidente;74772;CAMPINA GRANDE DO SUL;SUL;2;PR;195;0;33379;27381;26496;357;0;0;26496;27381;528
Presidente;74780;CAMPO BONITO;SUL;2;PR;112;0;3618;2950;2896;29;0;0;2896;2950;25
Presidente;74799;CAMPO DO TENENTE;SUL;2;PR;11;0;6101;5109;4952;79;0;0;4952;5109;78
Presidente;74802;SANTA MARIA DO OESTE;SUL;2;PR;38;1;8787;6506;6358;52;0;0;6358;6506;96
Presidente;74810;CAMPO LARGO;SUL;2;PR;9;0;91183;75545;72563;1296;0;0;72563;75545;1686
Presidente;74829;SANTA MÔNICA;SUL;2;PR;94;0;2710;2200;2158;17;0;0;2158;2200;25
Presidente;74837;CAMPO MOURÃO;SUL;2;PR;31;1;68927;56567;54884;748;0;0;54884;56567;935
Presidente;74845;SÃO MANOEL DO PARANÁ;SUL;2;PR;149;0;1970;1643;1602;16;0;0;1602;1643;25
Presidente;74853;CÂNDIDO DE ABREU;SUL;2;PR;106;1;11638;9186;8874;129;0;0;8874;9186;183
Presidente;74861;SÃO PEDRO DO IGUAÇU;SUL;2;PR;148;0;5042;4069;3982;31;0;0;3982;4069;56
Presidente;74870;CAPANEMA;SUL;2;PR;107;0;15853;12606;12353;92;0;0;12353;12606;161
Presidente;74888;TUNAS DO PARANÁ;SUL;2;PR;48;0;5266;4152;4051;52;0;0;4051;4152;49
Presidente;74896;CAPITÃO LEÔNIDAS MARQUES;SUL;2;PR;165;3;12365;9522;9311;78;0;0;9311;9522;133
Presidente;74900;VENTANIA;SUL;2;PR;17;0;7286;6158;5921;118;0;0;5921;6158;119
Presidente;74918;CARLÓPOLIS;SUL;2;PR;56;0;11902;9374;9044;122;0;0;9044;9374;208
Presidente;74926;ALTO PARAÍSO;SUL;2;PR;117;0;2991;2267;2201;26;0;0;2201;2267;40
Presidente;74934;CASCAVEL;SUL;2;PR;68;0;125771;103765;100829;1210;0;0;100829;103765;1726
Presidente;74934;CASCAVEL;SUL;2;PR;143;0;108582;89191;86612;994;0;0;86612;89191;1585
Presidente;74942;DOUTOR ULYSSES;SUL;2;PR;7;1;4873;4030;3890;54;0;0;3890;4030;86
Presidente;74950;CASTRO;SUL;2;PR;16;0;54399;44986;43328;805;0;0;43328;44986;853
Presidente;74969;VIRMOND;SUL;2;PR;203;0;3492;2907;2822;41;0;0;2822;2907;44
Presidente;74977;CATANDUVAS;SUL;2;PR;166;0;7434;5595;5446;62;0;0;5446;5595;87
Presidente;74985;LARANJAL;SUL;2;PR;134;1;4639;3591;3513;33;0;0;3513;3591;45
Presidente;74993;CENTENÁRIO DO SUL;SUL;2;PR;159;0;8624;6894;6694;62;0;0;6694;6894;138
Presidente;75000;ITAIPULÂNDIA;SUL;2;PR;122;0;9318;7733;7605;56;0;0;7605;7733;72
Presidente;75019;CERRO AZUL;SUL;2;PR;7;0;13221;10668;10262;194;0;0;10262;10668;212
Presidente;75027;NOVA ESPERANÇA DO SUDOESTE;SUL;2;PR;162;0;4657;3980;3914;33;0;0;3914;3980;33
Presidente;75035;CHOPINZINHO;SUL;2;PR;103;1;16654;13704;13368;124;0;0;13368;13704;212
Presidente;75043;PINHAIS;SUL;2;PR;188;0;94857;77664;74614;1276;0;0;74614;77664;1774
Presidente;75051;CIANORTE;SUL;2;PR;88;0;57804;46714;45364;575;0;0;45364;46714;775
Presidente;75060;SAUDADE DO IGUAÇU;SUL;2;PR;103;0;5237;4255;4161;37;0;0;4161;4255;57
Presidente;75078;CIDADE GAÚCHA;SUL;2;PR;127;0;9289;7109;6927;60;0;0;6927;7109;122
Presidente;75086;ARIRANHA DO IVAÍ;SUL;2;PR;196;0;2326;1893;1855;20;0;0;1855;1893;18
Presidente;75094;CLEVELÂNDIA;SUL;2;PR;47;0;13106;10290;10085;83;0;0;10085;10290;122
Presidente;75108;ARAPUÃ;SUL;2;PR;93;0;3209;2621;2566;19;0;0;2566;2621;36
Presidente;75116;MANGUEIRINHA;SUL;2;PR;168;0;13447;10956;10734;107;0;0;10734;10956;115
Presidente;75124;BELA VISTA DA CAROBA;SUL;2;PR;83;0;2959;2496;2451;22;0;0;2451;2496;23
Presidente;75132;COLOMBO;SUL;2;PR;49;0;76157;62448;60023;1059;0;0;60023;62448;1366
Presidente;75132;COLOMBO;SUL;2;PR;186;0;80026;65706;63349;1113;0;0;63349;65706;1244
Presidente;75140;BOA VENTURA DE SÃO ROQUE;SUL;2;PR;38;0;5042;4156;4065;32;0;0;4065;4156;59
Presidente;75159;COLORADO;SUL;2;PR;95;0;19293;15141;14554;193;0;0;14554;15141;394
Presidente;75167;BOM JESUS DO SUL;SUL;2;PR;131;0;3492;2957;2914;20;0;0;2914;2957;23
Presidente;75175;CONGONHINHAS;SUL;2;PR;99;0;6576;5183;5020;74;0;0;5020;5183;89
Presidente;75183;CAMPINA DO SIMÃO;SUL;2;PR;44;0;3644;2857;2765;33;0;0;2765;2857;59
Presidente;75191;CONSELHEIRO MAIRINCK;SUL;2;PR;79;0;2980;2391;2326;20;0;0;2326;2391;45
Presidente;75205;CAMPO MAGRO;SUL;2;PR;182;3;20093;16587;16062;245;0;0;16062;16587;280
Presidente;75213;CONTENDA;SUL;2;PR;50;0;12822;10862;10484;174;0;0;10484;10862;204
Presidente;75221;CARAMBEÍ;SUL;2;PR;139;0;16435;13930;13398;251;0;0;13398;13930;281
Presidente;75230;CORBÉLIA;SUL;2;PR;126;1;14338;11594;11329;112;0;0;11329;11594;153
Presidente;75248;CORONEL DOMINGOS SOARES;SUL;2;PR;32;0;5081;4000;3905;39;0;0;3905;4000;56
Presidente;75256;CORNÉLIO PROCÓPIO;SUL;2;PR;26;5;35493;28920;27941;355;0;0;27941;28920;624
Presidente;75264;CRUZMALTINA;SUL;2;PR;110;0;2832;2182;2115;19;0;0;2115;2182;48
Presidente;75272;CORONEL VIVIDA;SUL;2;PR;101;1;17413;14503;14157;130;0;0;14157;14503;216
Presidente;75280;CORUMBATAÍ DO SUL;SUL;2;PR;133;0;3583;2840;2735;35;0;0;2735;2840;70
Presidente;75299;CRUZEIRO DO OESTE;SUL;2;PR;86;0;17309;13370;13018;140;0;0;13018;13370;212
Presidente;75302;ESPERANÇA NOVA;SUL;2;PR;135;0;2039;1623;1587;15;0;0;1587;1623;21
Presidente;75310;CRUZEIRO DO SUL;SUL;2;PR;91;0;3998;3278;3187;34;0;0;3187;3278;57
Presidente;75329;ESPIGÃO ALTO DO IGUAÇU;SUL;2;PR;163;0;4375;3309;3241;21;0;0;3241;3309;47
Presidente;75337;CRUZ MACHADO;SUL;2;PR;153;7;13616;11271;10817;154;0;0;10817;11271;300
Presidente;75345;FERNANDES PINHEIRO;SUL;2;PR;53;0;5351;4500;4387;54;0;0;4387;4500;59
Presidente;75353;CURITIBA;SUL;2;PR;1;0;137479;114450;108916;2165;0;0;108916;114450;3369
Presidente;75353;CURITIBA;SUL;2;PR;2;0;147535;122387;116815;2218;0;0;116815;122387;3354
Presidente;75353;CURITIBA;SUL;2;PR;3;0;140234;114397;109604;2022;0;0;109604;114397;2771
Presidente;75353;CURITIBA;SUL;2;PR;4;0;142717;117611;112105;2053;0;0;112105;117611;3453
Presidente;75353;CURITIBA;SUL;2;PR;145;0;141362;115324;110515;1937;0;0;110515;115324;2872
Presidente;75353;CURITIBA;SUL;2;PR;174;1;140528;115471;110478;2021;0;0;110478;115471;2972
Presidente;75353;CURITIBA;SUL;2;PR;175;0;135835;109126;104459;1926;0;0;104459;109126;2741
Presidente;75353;CURITIBA;SUL;2;PR;176;0;131454;109241;104465;1822;0;0;104465;109241;2954
Presidente;75353;CURITIBA;SUL;2;PR;177;1;154180;125381;120014;2186;0;0;120014;125381;3181
Presidente;75353;CURITIBA;SUL;2;PR;178;0;145357;120382;114626;2285;0;0;114626;120382;3471
Presidente;75361;FOZ DO JORDÃO;SUL;2;PR;168;0;4366;3309;3229;33;0;0;3229;3309;47
Presidente;75370;CURIÚVA;SUL;2;PR;119;0;10792;8412;8018;168;0;0;8018;8412;226
Presidente;75388;GOIOXIM;SUL;2;PR;203;0;5326;4209;4110;39;0;0;4110;4209;60
Presidente;75396;DIAMANTE DO NORTE;SUL;2;PR;96;0;4557;3509;3425;37;0;0;3425;3509;47
Presidente;75400;DIAMANTE D'OESTE;SUL;2;PR;129;0;3806;3014;2955;20;0;0;2955;3014;39
Presidente;75418;DOIS VIZINHOS;SUL;2;PR;115;0;32628;27019;26441;304;0;0;26441;27019;274
Presidente;75426;GUAMIRANGA;SUL;2;PR;29;0;6469;5595;5450;62;0;0;5450;5595;83
Presidente;75434;DOUTOR CAMARGO;SUL;2;PR;154;0;5110;4205;4076;51;0;0;4076;4205;78
Presidente;75442;IMBAÚ;SUL;2;PR;111;0;8337;6950;6690;107;0;0;6690;6950;153
Presidente;75450;ENÉAS MARQUES;SUL;2;PR;69;0;5434;4496;4404;37;0;0;4404;4496;55
Presidente;75469;MANFRINÓPOLIS;SUL;2;PR;69;0;2967;2388;2347;20;0;0;2347;2388;21
Presidente;75477;ENGENHEIRO BELTRÃO;SUL;2;PR;116;1;10827;8426;8221;100;0;0;8221;8426;105
Presidente;75485;MARQUINHO;SUL;2;PR;134;0;3728;3051;2989;25;0;0;2989;3051;37
Presidente;75493;FAXINAL;SUL;2;PR;110;0;12655;9775;9503;131;0;0;9503;9775;141
Presidente;75507;PEROBAL;SUL;2;PR;142;0;5372;4386;4272;53;0;0;4272;4386;61
Presidente;75515;FÊNIX;SUL;2;PR;116;0;4083;3138;3037;39;0;0;3037;3138;62
Presidente;75523;PONTAL DO PARANÁ;SUL;2;PR;194;2;21271;16108;15614;225;0;0;15614;16108;269
Presidente;75531;FLORAÍ;SUL;2;PR;71;0;4437;3785;3687;35;0;0;3687;3785;63
Presidente;75540;PORTO BARREIRO;SUL;2;PR;45;0;3107;2528;2494;13;0;0;2494;2528;21
Presidente;75558;FLORESTA;SUL;2;PR;154;0;6964;5734;5590;54;0;0;5590;5734;90
Presidente;75566;PRADO FERREIRA;SUL;2;PR;65;0;3142;2607;2548;20;0;0;2548;2607;39
Presidente;75574;FLORESTÓPOLIS;SUL;2;PR;65;0;9267;7812;7627;76;0;0;7627;7812;109
Presidente;75582;QUARTO CENTENÁRIO;SUL;2;PR;92;0;3655;2943;2882;32;0;0;2882;2943;29
Presidente;75590;FLÓRIDA;SUL;2;PR;150;0;2300;1979;1924;18;0;0;1924;1979;37
Presidente;75604;RESERVA DO IGUAÇU;SUL;2;PR;160;0;5381;4144;4058;28;0;0;4058;4144;58
Presidente;75612;FORMOSA DO OESTE;SUL;2;PR;120;0;6336;5046;4873;69;0;0;4873;5046;104
Presidente;75620;RIO BRANCO DO IVAÍ;SUL;2;PR;136;0;3582;2611;2533;28;0;0;2533;2611;50
Presidente;75639;FOZ DO IGUAÇU;SUL;2;PR;46;0;107392;88123;85863;952;0;0;85863;88123;1308
Presidente;75639;FOZ DO IGUAÇU;SUL;2;PR;147;0;91307;73594;71631;825;0;0;71631;73594;1138
Presidente;75647;SERRANÓPOLIS DO IGUAÇU;SUL;2;PR;114;0;4385;3668;3591;33;0;0;3591;3668;44
Presidente;75655;FRANCISCO BELTRÃO;SUL;2;PR;69;0;68480;55789;54451;574;0;0;54451;55789;764
Presidente;75663;TAMARANA;SUL;2;PR;146;0;8370;6465;6287;82;0;0;6287;6465;96
Presidente;75671;GENERAL CARNEIRO;SUL;2;PR;153;5;8620;6722;6553;73;0;0;6553;6722;96
Presidente;75698;GOIOERÊ;SUL;2;PR;92;0;22589;17617;17123;226;0;0;17123;17617;268
Presidente;75710;GUAÍRA;SUL;2;PR;90;0;23470;18559;18123;198;0;0;18123;18559;238
Presidente;75736;GUAIRAÇÁ;SUL;2;PR;105;0;5140;4168;4054;47;0;0;4054;4168;67
Presidente;75744;ROSÁRIO DO IVAÍ;SUL;2;PR;136;0;4947;3578;3459;47;0;0;3459;3578;72
Presidente;75752;GUAPIRAMA;SUL;2;PR;55;0;3731;3030;2942;27;0;0;2942;3030;61
Presidente;75760;NOVA TEBAS;SUL;2;PR;196;0;5755;4647;4524;51;0;0;4524;4647;72
Presidente;75779;GUAPOREMA;SUL;2;PR;127;0;1981;1598;1567;10;0;0;1567;1598;21
Presidente;75787;SULINA;SUL;2;PR;151;0;2813;2397;2336;22;0;0;2336;2397;39
Presidente;75795;GUARACI;SUL;2;PR;64;0;4217;3512;3438;26;0;0;3438;3512;48
Presidente;75809;LUIZIANA;SUL;2;PR;183;0;5762;4581;4459;55;0;0;4459;4581;67
Presidente;75817;GUARANIAÇU;SUL;2;PR;112;1;11226;8863;8657;92;0;0;8657;8863;114
Presidente;75833;GUARAPUAVA;SUL;2;PR;43;1;74761;61429;59675;783;0;0;59675;61429;971
Presidente;75833;GUARAPUAVA;SUL;2;PR;44;0;57700;47242;45800;647;0;0;45800;47242;795
Presidente;75850;GUARAQUEÇABA;SUL;2;PR;6;0;6933;5171;5036;65;0;0;5036;5171;70
Presidente;75876;GUARATUBA;SUL;2;PR;161;0;28536;22167;21598;225;0;0;21598;22167;344
Presidente;75892;IBAITI;SUL;2;PR;79;0;21628;16873;16278;253;0;0;16278;16873;342
Presidente;75914;IBIPORÃ;SUL;2;PR;80;0;39840;31974;30695;453;0;0;30695;31974;826
Presidente;75930;ICARAÍMA;SUL;2;PR;172;0;7251;5657;5515;58;0;0;5515;5657;84
Presidente;75957;IGUARAÇU;SUL;2;PR;67;0;3909;3164;3092;24;0;0;3092;3164;48
Presidente;75973;IMBITUVA;SUL;2;PR;29;3;23269;19257;18679;262;0;0;18679;19257;316
Presidente;75990;INÁCIO MARTINS;SUL;2;PR;34;0;8144;6652;6427;80;0;0;6427;6652;145
Presidente;76015;INAJÁ;SUL;2;PR;91;0;2349;1899;1848;20;0;0;1848;1899;31
Presidente;76031;IPIRANGA;SUL;2;PR;36;4;11156;9623;9286;162;0;0;9286;9623;175
Presidente;76058;IPORÃ;SUL;2;PR;97;0;11950;9436;9159;102;0;0;9159;9436;175
Presidente;76074;IRATI;SUL;2;PR;34;1;45676;38188;36753;578;0;0;36753;38188;857
Presidente;76090;IRETAMA;SUL;2;PR;141;0;7977;6192;5968;92;0;0;5968;6192;132
Presidente;76112;ITAGUAJÉ;SUL;2;PR;95;0;3590;2802;2712;28;0;0;2712;2802;62
Presidente;76139;ITAMBARACÁ;SUL;2;PR;57;0;5120;3970;3866;38;0;0;3866;3970;66
Presidente;76155;ITAMBÉ;SUL;2;PR;81;0;5213;4237;4092;55;0;0;4092;4237;90
Presidente;76171;ITAPEJARA D'OESTE;SUL;2;PR;73;0;9227;7592;7449;57;0;0;7449;7592;86
Presidente;76198;ITAÚNA DO SUL;SUL;2;PR;96;0;3046;2220;2147;25;0;0;2147;2220;48
Presidente;76210;IVAÍ;SUL;2;PR;36;0;10271;8854;8621;116;0;0;8621;8854;117
Presidente;76236;IVAIPORÃ;SUL;2;PR;93;0;25494;19920;19315;262;0;0;19315;19920;343
Presidente;76252;IVATUBA;SUL;2;PR;154;0;2793;2090;2029;18;0;0;2029;2090;43
Presidente;76279;JABOTI;SUL;2;PR;19;0;4207;3543;3448;38;0;0;3448;3543;57
Presidente;76295;JACAREZINHO;SUL;2;PR;24;0;29836;24049;23369;266;0;0;23369;24049;414
Presidente;76317;JAGUAPITÃ;SUL;2;PR;64;0;10577;8432;8164;87;0;0;8164;8432;181
Presidente;76333;JAGUARIAÍVA;SUL;2;PR;18;0;25636;21010;20389;316;0;0;20389;21010;305
Presidente;76350;JANDAIA DO SUL;SUL;2;PR;70;0;16365;13712;13261;165;0;0;13261;13712;286
Presidente;76376;JANIÓPOLIS;SUL;2;PR;183;0;4978;3900;3772;49;0;0;3772;3900;79
Presidente;76392;JAPIRA;SUL;2;PR;79;0;3723;3021;2941;34;0;0;2941;3021;46
Presidente;76414;JAPURÁ;SUL;2;PR;149;0;7195;5989;5817;67;0;0;5817;5989;105
Presidente;76430;JARDIM ALEGRE;SUL;2;PR;93;1;9654;7526;7318;83;0;0;7318;7526;125
Presidente;76457;JARDIM OLINDA;SUL;2;PR;91;0;1232;1050;1026;11;0;0;1026;1050;13
Presidente;76473;JATAIZINHO;SUL;2;PR;80;0;9455;7722;7466;88;0;0;7466;7722;168
Presidente;76490;JOAQUIM TÁVORA;SUL;2;PR;55;0;9229;7470;7227;86;0;0;7227;7470;157
Presidente;76511;JUNDIAÍ DO SUL;SUL;2;PR;82;0;2675;2084;2040;20;0;0;2040;2084;24
Presidente;76538;JUSSARA;SUL;2;PR;149;0;5510;4543;4381;52;0;0;4381;4543;110
Presidente;76554;KALORÉ;SUL;2;PR;70;0;3807;3247;3151;42;0;0;3151;3247;54
Presidente;76570;LAPA;SUL;2;PR;10;0;36399;30460;29226;528;0;0;29226;30460;706
Presidente;76597;LARANJEIRAS DO SUL;SUL;2;PR;45;0;24231;19578;19067;188;0;0;19067;19578;323
Presidente;76619;LEÓPOLIS;SUL;2;PR;26;0;3390;2807;2722;26;0;0;2722;2807;59
Presidente;76635;LOANDA;SUL;2;PR;85;0;15032;12599;12289;135;0;0;12289;12599;175
Presidente;76651;LOBATO;SUL;2;PR;150;0;3789;3196;3093;27;0;0;3093;3196;76
Presidente;76678;LONDRINA;SUL;2;PR;41;0;100212;81378;78019;1176;0;0;78019;81378;2183
Presidente;76678;LONDRINA;SUL;2;PR;42;0;100732;83906;80665;1196;0;0;80665;83906;2045
Presidente;76678;LONDRINA;SUL;2;PR;146;1;97325;79687;76651;1177;0;0;76651;79687;1859
Presidente;76678;LONDRINA;SUL;2;PR;157;0;96401;77608;73937;1217;0;0;73937;77608;2454
Presidente;76694;LUPIONÓPOLIS;SUL;2;PR;159;0;3939;3238;3123;29;0;0;3123;3238;86
Presidente;76716;MALLET;SUL;2;PR;37;0;10665;8896;8572;124;0;0;8572;8896;200
Presidente;76732;MAMBORÊ;SUL;2;PR;170;0;10820;8915;8708;90;0;0;8708;8915;117
Presidente;76759;MANDAGUAÇU;SUL;2;PR;102;0;19467;15282;14748;190;0;0;14748;15282;344
Presidente;76775;MANDAGUARI;SUL;2;PR;60;0;28078;22930;22102;311;0;0;22102;22930;517
Presidente;76791;MANDIRITUBA;SUL;2;PR;144;1;18933;15491;14980;222;0;0;14980;15491;289
Presidente;76813;MANOEL RIBAS;SUL;2;PR;196;0;10593;8892;8700;73;0;0;8700;8892;119
Presidente;76830;MARECHAL CÂNDIDO RONDON;SUL;2;PR;121;20;41247;32963;32344;263;0;0;32344;32963;356
Presidente;76856;MARIA HELENA;SUL;2;PR;142;0;4725;3915;3827;40;0;0;3827;3915;48
Presidente;76872;MARIALVA;SUL;2;PR;81;1;30267;23967;23147;323;0;0;23147;23967;497
Presidente;76899;MARILUZ;SUL;2;PR;86;0;8161;6398;6210;62;0;0;6210;6398;126
Presidente;76910;MARINGÁ;SUL;2;PR;66;0;100719;82760;79897;1186;0;0;79897;82760;1677
Presidente;76910;MARINGÁ;SUL;2;PR;137;0;96641;78020;75281;1087;0;0;75281;78020;1652
